,0,1,2
60,DUA001,KPI_ReachDRER_CPD_IP,37551
61,DFM001,KPI_ReachDRER_CPD_IP,11681
62,DPH001,KPI_ReachDRER_CPD_IP,2972842
63,DDZ001,KPI_ReachDRER_CPD_IP,17831
64,DSI001,KPI_ReachDRER_CPD_IP,90554
65,DFR001,KPI_ReachDRER_CPD_IP,270057
66,DKG001,KPI_ReachDRER_CPD_IP,81844
67,DMW001,KPI_ReachDRER_CPD_IP,201759
68,DGA001,KPI_ReachDRER_CPD_IP,311
69,DLK001,KPI_ReachDRER_CPD_IP,316831
70,DMN001,KPI_ReachDRER_CPD_IP,69339
71,DUY001,KPI_ReachDRER_CPD_IP,417
72,DDO001,KPI_ReachDRER_CPD_IP,543495
73,DMM001,KPI_ReachDRR_CPD_IP,724008
74,DHU001,KPI_ReachDRR_CPD_IP,3624
75,DIN001,KPI_ReachDRR_CPD_IP,472093
76,DFJ001,KPI_ReachDRR_CPD_IP,5520
77,DET001,KPI_ReachDRR_CPD_IP,2371889
78,DSL001,KPI_ReachDRR_CPD_IP,1411
79,DHT001,KPI_ReachDRR_CPD_IP,930365
80,DSN001,KPI_ReachDRR_CPD_IP,3706
81,DTH001,KPI_ReachDRR_CPD_IP,41472
82,DKI001,KPI_ReachDRR_CPD_IP,1128
83,DTV001,KPI_ReachDRR_CPD_IP,577
84,DVE001,KPI_ReachDRR_CPD_IP,7703
85,DRW001,KPI_ReachDRR_CPD_IP,691875
86,DUZ001,KPI_ReachDRR_CPD_IP,25512
87,DNE001,KPI_ReachDRR_CPD_IP,213750
88,DLV001,KPI_ReachDRR_CPD_IP,0
89,DES001,KPI_ReachDRR_CPD_IP,364500
90,DMR001,KPI_ReachDRR_CPD_IP,1115615
91,DGH001,KPI_ReachDRR_CPD_IP,25781
92,DVN001,KPI_ReachDRR_CPD_IP,265063
93,DBO001,KPI_ReachDRR_CPD_IP,4307
94,DTO001,KPI_ReachDRR_CPD_IP,4228
95,DCV001,KPI_ReachDRR_CPD_IP,2652
96,DUA001,KPI_ReachDRR_CPD_IP,17670
97,DMC001,KPI_ReachDRR_CPD_IP,1483
98,DFM001,KPI_ReachDRR_CPD_IP,16947
99,DPH001,KPI_ReachDRR_CPD_IP,276498
100,DSI001,KPI_ReachDRR_CPD_IP,704325
101,DFR001,KPI_ReachDRR_CPD_IP,696598
102,DKG001,KPI_ReachDRR_CPD_IP,124790
103,DMW001,KPI_ReachDRR_CPD_IP,1078602
104,DGA001,KPI_ReachDRR_CPD_IP,2426
105,DLK001,KPI_ReachDRR_CPD_IP,40121
106,DMN001,KPI_ReachDRR_CPD_IP,989323
107,DUY001,KPI_ReachDRR_CPD_IP,74
108,DDO001,KPI_ReachDRR_CPD_IP,1326
109,DMM001,KPI_ReachH_CPD_IP,2236452
110,DHU001,KPI_ReachH_CPD_IP,83144
111,DIN001,KPI_ReachH_CPD_IP,4494182
112,DNA001,KPI_ReachH_CPD_IP,22781
113,DFJ001,KPI_ReachH_CPD_IP,305790
114,DET001,KPI_ReachH_CPD_IP,14042562
115,DSL001,KPI_ReachH_CPD_IP,77105
116,DHT001,KPI_ReachH_CPD_IP,1182608
117,DSG001,KPI_ReachH_CPD_IP,88768
118,DSN001,KPI_ReachH_CPD_IP,261583
119,DTH001,KPI_ReachH_CPD_IP,3840817
120,DKI001,KPI_ReachH_CPD_IP,355
121,DTV001,KPI_ReachH_CPD_IP,7708
122,DVE001,KPI_ReachH_CPD_IP,283474
123,DRW001,KPI_ReachH_CPD_IP,2214346
124,DUZ001,KPI_ReachH_CPD_IP,1062904
125,DNE001,KPI_ReachH_CPD_IP,3442104
126,DLV001,KPI_ReachH_CPD_IP,20703
127,DES001,KPI_ReachH_CPD_IP,1067150
128,DMR001,KPI_ReachH_CPD_IP,205038
129,DID001,KPI_ReachH_CPD_IP,4629716
130,DGH001,KPI_ReachH_CPD_IP,4206173
131,DVN001,KPI_ReachH_CPD_IP,4190423
132,DCK001,KPI_ReachH_CPD_IP,5195
133,DBO001,KPI_ReachH_CPD_IP,1123375
134,DBS001,KPI_ReachH_CPD_IP,13365
135,DTO001,KPI_ReachH_CPD_IP,3355
136,DCV001,KPI_ReachH_CPD_IP,208552
137,DCY001,KPI_ReachH_CPD_IP,416
138,DUA001,KPI_ReachH_CPD_IP,6121865
139,DMC001,KPI_ReachH_CPD_IP,1347
140,DPH001,KPI_ReachH_CPD_IP,7171563
141,DSI001,KPI_ReachH_CPD_IP,86153
142,DFR001,KPI_ReachH_CPD_IP,25000
143,DIE001,KPI_ReachH_CPD_IP,900
144,DKG001,KPI_ReachH_CPD_IP,103550
145,DMW001,KPI_ReachH_CPD_IP,1876093
146,DGA001,KPI_ReachH_CPD_IP,32359
147,DMN001,KPI_ReachH_CPD_IP,542410
148,DLI001,KPI_ReachH_CPD_IP,2695
149,DUY001,KPI_ReachH_CPD_IP,454
150,DDO001,KPI_ReachH_CPD_IP,6664587
151,DPH001,KPI_ReachHI_CPD_IP,483678
152,DDO001,KPI_ReachHI_CPD_IP,1968852
153,DPA001,KPI_ReachHPM_CPD_IP,1323
154,DPH001,KPI_ReachHPM_CPD_IP,98409
155,DIE001,KPI_ReachHPM_CPD_IP,179
156,DDO001,KPI_ReachHPM_CPD_IP,336032
157,DMM001,KPI_ReachL_CPD_IP,23436
158,DIN001,KPI_ReachL_CPD_IP,64644
159,DNA001,KPI_ReachL_CPD_IP,1159
160,DFJ001,KPI_ReachL_CPD_IP,203
161,DET001,KPI_ReachL_CPD_IP,319333
162,DSL001,KPI_ReachL_CPD_IP,1094
163,DSN001,KPI_ReachL_CPD_IP,414332
164,DKI001,KPI_ReachL_CPD_IP,400
165,DVE001,KPI_ReachL_CPD_IP,5130
166,DRW001,KPI_ReachL_CPD_IP,272088
167,DKW001,KPI_ReachL_CPD_IP,2785
168,DUZ001,KPI_ReachL_CPD_IP,11902
169,DES001,KPI_ReachL_CPD_IP,503649
170,DMR001,KPI_ReachL_CPD_IP,52215
171,DGH001,KPI_ReachL_CPD_IP,25000
172,DVN001,KPI_ReachL_CPD_IP,243804
173,DBO001,KPI_ReachL_CPD_IP,12553
174,DBS001,KPI_ReachL_CPD_IP,6816
175,DCV001,KPI_ReachL_CPD_IP,38566
176,DCY001,KPI_ReachL_CPD_IP,4761
177,DUA001,KPI_ReachL_CPD_IP,53140
178,DMC001,KPI_ReachL_CPD_IP,4739
179,DPH001,KPI_ReachL_CPD_IP,2936
180,DDZ001,KPI_ReachL_CPD_IP,105831
181,DSI001,KPI_ReachL_CPD_IP,128143
182,DPE001,KPI_ReachL_CPD_IP,291000
183,DMW001,KPI_ReachL_CPD_IP,250378
184,DMN001,KPI_ReachL_CPD_IP,173222
185,DUY001,KPI_ReachL_CPD_IP,8428
186,DMM001,KPI_ReachLTSPD_CPD_IP,581104
187,DIN001,KPI_ReachLTSPD_CPD_IP,244306
188,DNA001,KPI_ReachLTSPD_CPD_IP,990
189,DFJ001,KPI_ReachLTSPD_CPD_IP,95952
190,DET001,KPI_ReachLTSPD_CPD_IP,4755034
191,DSL001,KPI_ReachLTSPD_CPD_IP,240
192,DHT001,KPI_ReachLTSPD_CPD_IP,575066
193,DSG001,KPI_ReachLTSPD_CPD_IP,100574
194,DSN001,KPI_ReachLTSPD_CPD_IP,2190
195,DTH001,KPI_ReachLTSPD_CPD_IP,3843117
196,DTV001,KPI_ReachLTSPD_CPD_IP,4319
197,DVE001,KPI_ReachLTSPD_CPD_IP,216009
198,DRW001,KPI_ReachLTSPD_CPD_IP,484839
199,DCN001,KPI_ReachLTSPD_CPD_IP,15342104
200,DUZ001,KPI_ReachLTSPD_CPD_IP,56305
201,DLV001,KPI_ReachLTSPD_CPD_IP,48425
202,DES001,KPI_ReachLTSPD_CPD_IP,2734790
203,DID001,KPI_ReachLTSPD_CPD_IP,9513838
204,DGH001,KPI_ReachLTSPD_CPD_IP,890777
205,DVN001,KPI_ReachLTSPD_CPD_IP,4377952
206,DCK001,KPI_ReachLTSPD_CPD_IP,1019
207,DBO001,KPI_ReachLTSPD_CPD_IP,7606
208,DTO001,KPI_ReachLTSPD_CPD_IP,4083
209,DCV001,KPI_ReachLTSPD_CPD_IP,727
210,DCY001,KPI_ReachLTSPD_CPD_IP,6689
211,DUA001,KPI_ReachLTSPD_CPD_IP,42081
212,DMC001,KPI_ReachLTSPD_CPD_IP,9019
213,DFM001,KPI_ReachLTSPD_CPD_IP,23671
214,DPH001,KPI_ReachLTSPD_CPD_IP,754971
215,DSI001,KPI_ReachLTSPD_CPD_IP,16766
216,DFR001,KPI_ReachLTSPD_CPD_IP,556560
217,DKG001,KPI_ReachLTSPD_CPD_IP,8845
218,DMW001,KPI_ReachLTSPD_CPD_IP,350695
219,DGA001,KPI_ReachLTSPD_CPD_IP,0
220,DMN001,KPI_ReachLTSPD_CPD_IP,1354670
221,DUY001,KPI_ReachLTSPD_CPD_IP,3470
222,DDO001,KPI_ReachLTSPD_CPD_IP,10249919
223,DMM001,KPI_ReachM_CPD_IP,8430
224,DHU001,KPI_ReachM_CPD_IP,877
225,DIN001,KPI_ReachM_CPD_IP,337454
226,DNA001,KPI_ReachM_CPD_IP,2425
227,DET001,KPI_ReachM_CPD_IP,66196
228,DSL001,KPI_ReachM_CPD_IP,520
229,DHT001,KPI_ReachM_CPD_IP,15947
230,DSG001,KPI_ReachM_CPD_IP,7550
231,DSN001,KPI_ReachM_CPD_IP,14426
232,DTH001,KPI_ReachM_CPD_IP,115522
233,DVE001,KPI_ReachM_CPD_IP,30217
234,DRW001,KPI_ReachM_CPD_IP,57500
235,DUZ001,KPI_ReachM_CPD_IP,0
236,DNE001,KPI_ReachM_CPD_IP,163
237,DLV001,KPI_ReachM_CPD_IP,442
238,DES001,KPI_ReachM_CPD_IP,294369
239,DMR001,KPI_ReachM_CPD_IP,115
240,DVN001,KPI_ReachM_CPD_IP,0
241,DBO001,KPI_ReachM_CPD_IP,5331
242,DBS001,KPI_ReachM_CPD_IP,685
243,DTO001,KPI_ReachM_CPD_IP,2
244,DCV001,KPI_ReachM_CPD_IP,134
245,DCY001,KPI_ReachM_CPD_IP,8179
246,DUA001,KPI_ReachM_CPD_IP,881
247,DPA001,KPI_ReachM_CPD_IP,48728
248,DPH001,KPI_ReachM_CPD_IP,4688
249,DSI001,KPI_ReachM_CPD_IP,4778
250,DPE001,KPI_ReachM_CPD_IP,46946
251,DKG001,KPI_ReachM_CPD_IP,353
252,DMW001,KPI_ReachM_CPD_IP,2944
253,DGA001,KPI_ReachM_CPD_IP,0
254,DLK001,KPI_ReachM_CPD_IP,3886
255,DMN001,KPI_ReachM_CPD_IP,4854
256,DUY001,KPI_ReachM_CPD_IP,2236
257,DDO001,KPI_ReachM_CPD_IP,6990
258,DIN001,KPI_ReachRCRCEd_CPD_IP,543362
259,DKI001,KPI_ReachRCRCEd_CPD_IP,173
260,DPH001,KPI_ReachRCRCEd_CPD_IP,1017
261,DLK001,KPI_ReachRCRCEd_CPD_IP,8500
262,DHU001,KPI_ReachS_CPD_IP,10
263,DIN001,KPI_ReachS_CPD_IP,117246
264,DFJ001,KPI_ReachS_CPD_IP,5482
265,DET001,KPI_ReachS_CPD_IP,966527
266,DSL001,KPI_ReachS_CPD_IP,823
267,DSN001,KPI_ReachS_CPD_IP,2701
268,DKI001,KPI_ReachS_CPD_IP,154
269,DTV001,KPI_ReachS_CPD_IP,495
270,DVE001,KPI_ReachS_CPD_IP,403
271,DRW001,KPI_ReachS_CPD_IP,6013
272,DUZ001,KPI_ReachS_CPD_IP,0
273,DLV001,KPI_ReachS_CPD_IP,4178
274,DES001,KPI_ReachS_CPD_IP,21413
275,DGH001,KPI_ReachS_CPD_IP,2850
276,DVN001,KPI_ReachS_CPD_IP,19118
277,DBO001,KPI_ReachS_CPD_IP,32484
278,DBS001,KPI_ReachS_CPD_IP,9207
279,DTO001,KPI_ReachS_CPD_IP,4210
280,DUA001,KPI_ReachS_CPD_IP,10182
281,DPH001,KPI_ReachS_CPD_IP,4150
282,DDZ001,KPI_ReachS_CPD_IP,20000
283,DSI001,KPI_ReachS_CPD_IP,0
284,DMW001,KPI_ReachS_CPD_IP,12058
285,DLK001,KPI_ReachS_CPD_IP,152
286,DMN001,KPI_ReachS_CPD_IP,127
287,DUY001,KPI_ReachS_CPD_IP,533
288,DDO001,KPI_ReachS_CPD_IP,15642
289,DMM001,KPI_ReachSI_CPD_IP,913
290,DHU001,KPI_ReachSI_CPD_IP,1615596
291,DIN001,KPI_ReachSI_CPD_IP,453452
292,DFJ001,KPI_ReachSI_CPD_IP,7285
293,DET001,KPI_ReachSI_CPD_IP,22
294,DSL001,KPI_ReachSI_CPD_IP,587
295,DHT001,KPI_ReachSI_CPD_IP,2036
296,DSN001,KPI_ReachSI_CPD_IP,4975
297,DTV001,KPI_ReachSI_CPD_IP,427
298,DVE001,KPI_ReachSI_CPD_IP,12437
299,DRW001,KPI_ReachSI_CPD_IP,83182
300,DUZ001,KPI_ReachSI_CPD_IP,53852
301,DLV001,KPI_ReachSI_CPD_IP,414
302,DMR001,KPI_ReachSI_CPD_IP,1714
303,DGH001,KPI_ReachSI_CPD_IP,3460
304,DVN001,KPI_ReachSI_CPD_IP,3168076
305,DBO001,KPI_ReachSI_CPD_IP,3617
306,DTO001,KPI_ReachSI_CPD_IP,157
307,DCY001,KPI_ReachSI_CPD_IP,493
308,DUA001,KPI_ReachSI_CPD_IP,29697
309,DMC001,KPI_ReachSI_CPD_IP,315
310,DFM001,KPI_ReachSI_CPD_IP,0
311,DPH001,KPI_ReachSI_CPD_IP,68088
312,DSI001,KPI_ReachSI_CPD_IP,35141
313,DFR001,KPI_ReachSI_CPD_IP,10048
314,DKG001,KPI_ReachSI_CPD_IP,9314
315,DMW001,KPI_ReachSI_CPD_IP,1568386
316,DLK001,KPI_ReachSI_CPD_IP,1461
317,DMN001,KPI_ReachSI_CPD_IP,32345
318,DLI001,KPI_ReachSI_CPD_IP,3125
319,DUY001,KPI_ReachSI_CPD_IP,289
320,DDO001,KPI_ReachSI_CPD_IP,4686
321,DMM001,KPI_ReachWASH_CPD_IP,43875
322,DIN001,KPI_ReachWASH_CPD_IP,1420528
323,DNA001,KPI_ReachWASH_CPD_IP,2425
324,DFJ001,KPI_ReachWASH_CPD_IP,6056
325,DET001,KPI_ReachWASH_CPD_IP,1745947
326,DSL001,KPI_ReachWASH_CPD_IP,16327
327,DHT001,KPI_ReachWASH_CPD_IP,55508
328,DSN001,KPI_ReachWASH_CPD_IP,143068
329,DTH001,KPI_ReachWASH_CPD_IP,23011
330,DKI001,KPI_ReachWASH_CPD_IP,315
331,DTV001,KPI_ReachWASH_CPD_IP,1892
332,DVE001,KPI_ReachWASH_CPD_IP,108390
333,DRW001,KPI_ReachWASH_CPD_IP,405785
334,DUZ001,KPI_ReachWASH_CPD_IP,92387
335,DLV001,KPI_ReachWASH_CPD_IP,0
336,DES001,KPI_ReachWASH_CPD_IP,3236559
337,DMR001,KPI_ReachWASH_CPD_IP,80150
338,DID001,KPI_ReachWASH_CPD_IP,335852
339,DGH001,KPI_ReachWASH_CPD_IP,753142
340,DVN001,KPI_ReachWASH_CPD_IP,187152
341,DBO001,KPI_ReachWASH_CPD_IP,239570
342,DBS001,KPI_ReachWASH_CPD_IP,8964
343,DTO001,KPI_ReachWASH_CPD_IP,4532
344,DCV001,KPI_ReachWASH_CPD_IP,156888
345,DUA001,KPI_ReachWASH_CPD_IP,23613
346,DMC001,KPI_ReachWASH_CPD_IP,0
347,DFM001,KPI_ReachWASH_CPD_IP,13077
348,DPH001,KPI_ReachWASH_CPD_IP,4573804
349,DSI001,KPI_ReachWASH_CPD_IP,57573
350,DPE001,KPI_ReachWASH_CPD_IP,327000
351,DMW001,KPI_ReachWASH_CPD_IP,1723443
352,DGA001,KPI_ReachWASH_CPD_IP,0
353,DLK001,KPI_ReachWASH_CPD_IP,90465
354,DMN001,KPI_ReachWASH_CPD_IP,534972
355,DUY001,KPI_ReachWASH_CPD_IP,1798
356,DDO001,KPI_ReachWASH_CPD_IP,2253037
357,DMM001,KPI_TrainFA_Tot_IP,12949
358,DHU001,KPI_TrainFA_Tot_IP,101659
359,DIN001,KPI_TrainFA_Tot_IP,251480
360,DNA001,KPI_TrainFA_Tot_IP,256
361,DFJ001,KPI_TrainFA_Tot_IP,3232
362,DET001,KPI_TrainFA_Tot_IP,35355
363,DSL001,KPI_TrainFA_Tot_IP,1208
364,DHT001,KPI_TrainFA_Tot_IP,1026
365,DSG001,KPI_TrainFA_Tot_IP,7841
366,DSN001,KPI_TrainFA_Tot_IP,961
367,DTH001,KPI_TrainFA_Tot_IP,36046
368,DKI001,KPI_TrainFA_Tot_IP,1463
369,DTV001,KPI_TrainFA_Tot_IP,49
370,DVE001,KPI_TrainFA_Tot_IP,6533
371,DRW001,KPI_TrainFA_Tot_IP,5750
372,DCN001,KPI_TrainFA_Tot_IP,2457527
373,DUZ001,KPI_TrainFA_Tot_IP,24544
374,DLV001,KPI_TrainFA_Tot_IP,8295
375,DES001,KPI_TrainFA_Tot_IP,4513
376,DMR001,KPI_TrainFA_Tot_IP,315
377,DGH001,KPI_TrainFA_Tot_IP,2770
378,DVN001,KPI_TrainFA_Tot_IP,104281
379,DMT001,KPI_TrainFA_Tot_IP,4089
380,DCK001,KPI_TrainFA_Tot_IP,685
381,DBO001,KPI_TrainFA_Tot_IP,543
382,DBS001,KPI_TrainFA_Tot_IP,546
383,DTO001,KPI_TrainFA_Tot_IP,566
384,DCV001,KPI_TrainFA_Tot_IP,132
385,DCY001,KPI_TrainFA_Tot_IP,564
386,DUA001,KPI_TrainFA_Tot_IP,38890
387,DMC001,KPI_TrainFA_Tot_IP,1995
388,DFM001,KPI_TrainFA_Tot_IP,460
389,DPH001,KPI_TrainFA_Tot_IP,148279
390,DSI001,KPI_TrainFA_Tot_IP,26549
391,DFR001,KPI_TrainFA_Tot_IP,71618
392,DIE001,KPI_TrainFA_Tot_IP,1984
393,DKG001,KPI_TrainFA_Tot_IP,12036
394,DMW001,KPI_TrainFA_Tot_IP,9937
395,DGA001,KPI_TrainFA_Tot_IP,402
396,DLK001,KPI_TrainFA_Tot_IP,1059
397,DMN001,KPI_TrainFA_Tot_IP,23836
398,DKR001,KPI_TrainFA_Tot_IP,270000
399,DLI001,KPI_TrainFA_Tot_IP,169
400,DUY001,KPI_TrainFA_Tot_IP,1068
401,DDO001,KPI_TrainFA_Tot_IP,4308
402,DHU001,KPI_DonBlood_Tot_IP,243132
403,DIN001,KPI_DonBlood_Tot_IP,556475
404,DFJ001,KPI_DonBlood_Tot_IP,0
405,DSL001,KPI_DonBlood_Tot_IP,974
406,DSG001,KPI_DonBlood_Tot_IP,72609
407,DSN001,KPI_DonBlood_Tot_IP,185
408,DTH001,KPI_DonBlood_Tot_IP,665594
409,DKI001,KPI_DonBlood_Tot_IP,69
410,DTV001,KPI_DonBlood_Tot_IP,0
411,DVE001,KPI_DonBlood_Tot_IP,335
412,DRW001,KPI_DonBlood_Tot_IP,7676
413,DCN001,KPI_DonBlood_Tot_IP,12000000
414,DUZ001,KPI_DonBlood_Tot_IP,0
415,DLV001,KPI_DonBlood_Tot_IP,7797
416,DES001,KPI_DonBlood_Tot_IP,110308
417,DGH001,KPI_DonBlood_Tot_IP,627
418,DVN001,KPI_DonBlood_Tot_IP,1363405
419,DCK001,KPI_DonBlood_Tot_IP,0
420,DBO001,KPI_DonBlood_Tot_IP,71
421,DTO001,KPI_DonBlood_Tot_IP,213
422,DBN001,KPI_DonBlood_Tot_IP,0
423,DCY001,KPI_DonBlood_Tot_IP,1050
424,DUA001,KPI_DonBlood_Tot_IP,809
425,DMC001,KPI_DonBlood_Tot_IP,1587
426,DFM001,KPI_DonBlood_Tot_IP,0
427,DPH001,KPI_DonBlood_Tot_IP,393693
428,DSI001,KPI_DonBlood_Tot_IP,93020
429,DKG001,KPI_DonBlood_Tot_IP,2246
430,DMW001,KPI_DonBlood_Tot_IP,3607
431,DLK001,KPI_DonBlood_Tot_IP,2816
432,DMN001,KPI_DonBlood_Tot_IP,0
433,DLI001,KPI_DonBlood_Tot_IP,792
434,DUY001,KPI_DonBlood_Tot_IP,12
435,DDO001,KPI_DonBlood_Tot_IP,44755
436,DMM001,KPI_GB_Tot_IP,11
437,DHU001,KPI_GB_Tot_IP,22
438,DIN001,KPI_GB_Tot_IP,12
439,DTN001,KPI_GB_Tot_IP,16
440,DFJ001,KPI_GB_Tot_IP,10
441,DET001,KPI_GB_Tot_IP,9
442,DGD001,KPI_GB_Tot_IP,12
443,DSL001,KPI_GB_Tot_IP,9
444,DHT001,KPI_GB_Tot_IP,12
445,DSG001,KPI_GB_Tot_IP,19
446,DSN001,KPI_GB_Tot_IP,90
447,DTH001,KPI_GB_Tot_IP,71
448,DTV001,KPI_GB_Tot_IP,9
449,DVE001,KPI_GB_Tot_IP,104
450,DRW001,KPI_GB_Tot_IP,11
451,DKW001,KPI_GB_Tot_IP,9
452,DCN001,KPI_GB_Tot_IP,166
453,DUZ001,KPI_GB_Tot_IP,25
454,DNE001,KPI_GB_Tot_IP,8
455,DLV001,KPI_GB_Tot_IP,18
456,DMR001,KPI_GB_Tot_IP,8
457,DGH001,KPI_GB_Tot_IP,7
458,DIR001,KPI_GB_Tot_IP,18
459,DVN001,KPI_GB_Tot_IP,5
460,DMT001,KPI_GB_Tot_IP,4
461,DCK001,KPI_GB_Tot_IP,10
462,DBO001,KPI_GB_Tot_IP,7
463,DBS001,KPI_GB_Tot_IP,22
464,DTO001,KPI_GB_Tot_IP,6
465,DBN001,KPI_GB_Tot_IP,5
466,DCV001,KPI_GB_Tot_IP,14
467,DML001,KPI_GB_Tot_IP,14
468,DCY001,KPI_GB_Tot_IP,31
469,DUA001,KPI_GB_Tot_IP,75
470,DMC001,KPI_GB_Tot_IP,17
471,DFM001,KPI_GB_Tot_IP,9
472,DPH001,KPI_GB_Tot_IP,28
473,DDZ001,KPI_GB_Tot_IP,25
474,DSI001,KPI_GB_Tot_IP,16
475,DAE001,KPI_GB_Tot_IP,13
476,DTT001,KPI_GB_Tot_IP,28
477,DFR001,KPI_GB_Tot_IP,25
478,DPE001,KPI_GB_Tot_IP,10
479,DKG001,KPI_GB_Tot_IP,10
480,DMW001,KPI_GB_Tot_IP,21
481,DGA001,KPI_GB_Tot_IP,7
482,DMN001,KPI_GB_Tot_IP,19
483,DLI001,KPI_GB_Tot_IP,6
484,DUY001,KPI_GB_Tot_IP,7
485,DDO001,KPI_GB_Tot_IP,13
486,DMM001,KPI_PeopleVol_Tot_IP,23842
487,DHU001,KPI_PeopleVol_Tot_IP,11540
488,DIN001,KPI_PeopleVol_Tot_IP,4010811
489,DTN001,KPI_PeopleVol_Tot_IP,8000
490,DFJ001,KPI_PeopleVol_Tot_IP,838
491,DET001,KPI_PeopleVol_Tot_IP,258000
492,DGD001,KPI_PeopleVol_Tot_IP,89
493,DSL001,KPI_PeopleVol_Tot_IP,4490
494,DHT001,KPI_PeopleVol_Tot_IP,9234
495,DSG001,KPI_PeopleVol_Tot_IP,6712
496,DSN001,KPI_PeopleVol_Tot_IP,30030
497,DTH001,KPI_PeopleVol_Tot_IP,51208
498,DTV001,KPI_PeopleVol_Tot_IP,252
499,DVE001,KPI_PeopleVol_Tot_IP,678
500,DRW001,KPI_PeopleVol_Tot_IP,55024
501,DKW001,KPI_PeopleVol_Tot_IP,2025
502,DCN001,KPI_PeopleVol_Tot_IP,1951627
503,DUZ001,KPI_PeopleVol_Tot_IP,45148
504,DLV001,KPI_PeopleVol_Tot_IP,1291
505,DMR001,KPI_PeopleVol_Tot_IP,4935
506,DID001,KPI_PeopleVol_Tot_IP,316617
507,DGH001,KPI_PeopleVol_Tot_IP,79638
508,DIR001,KPI_PeopleVol_Tot_IP,1666480
509,DVN001,KPI_PeopleVol_Tot_IP,421220
510,DMT001,KPI_PeopleVol_Tot_IP,126
511,DCK001,KPI_PeopleVol_Tot_IP,233
512,DBO001,KPI_PeopleVol_Tot_IP,699
513,DBS001,KPI_PeopleVol_Tot_IP,461
514,DTO001,KPI_PeopleVol_Tot_IP,125
515,DBN001,KPI_PeopleVol_Tot_IP,1000
516,DCV001,KPI_PeopleVol_Tot_IP,2207
517,DML001,KPI_PeopleVol_Tot_IP,8998
518,DCY001,KPI_PeopleVol_Tot_IP,2134
519,DUA001,KPI_PeopleVol_Tot_IP,2720
