,0,1,2
51,DVC001,KPI_ReachL_CPD_IP,
52,DJO001,KPI_ReachL_CPD_IP,19511
53,DGH001,KPI_ReachL_CPD_IP,17735
54,DUA001,KPI_ReachL_CPD_IP,37472
55,DBH001,KPI_ReachL_CPD_IP,6271
56,DLR001,KPI_ReachL_CPD_IP,121
57,DGM001,KPI_ReachL_CPD_IP,18211
58,DGD001,KPI_ReachLTSPD_CPD_IP,
59,DMR001,KPI_ReachLTSPD_CPD_IP,21364
60,DRS001,KPI_ReachLTSPD_CPD_IP,180589
61,DTT001,KPI_ReachLTSPD_CPD_IP,
62,DLC001,KPI_ReachLTSPD_CPD_IP,
63,DVC001,KPI_ReachLTSPD_CPD_IP,
64,DJO001,KPI_ReachLTSPD_CPD_IP,2137
65,DGH001,KPI_ReachLTSPD_CPD_IP,2475804
66,DUA001,KPI_ReachLTSPD_CPD_IP,150830
67,DBH001,KPI_ReachLTSPD_CPD_IP,4167
68,DLR001,KPI_ReachLTSPD_CPD_IP,2099
69,DGM001,KPI_ReachLTSPD_CPD_IP,37
70,DSK001,KPI_ReachM_CPD_IP,
71,DGD001,KPI_ReachM_CPD_IP,
72,DRS001,KPI_ReachM_CPD_IP,5565
73,DSA001,KPI_ReachM_CPD_IP,
74,DLC001,KPI_ReachM_CPD_IP,
75,DJO001,KPI_ReachM_CPD_IP,28319
76,DGH001,KPI_ReachM_CPD_IP,
77,DUA001,KPI_ReachM_CPD_IP,687
78,DGY001,KPI_ReachM_CPD_IP,
79,DLR001,KPI_ReachM_CPD_IP,8
80,DGM001,KPI_ReachM_CPD_IP,211371
81,DHU001,KPI_ReachM_CPD_IP,1507
82,DSK001,KPI_ReachS_CPD_IP,
83,DTN001,KPI_ReachS_CPD_IP,
84,DMR001,KPI_ReachS_CPD_IP,
85,DRS001,KPI_ReachS_CPD_IP,30013
86,DGH001,KPI_ReachS_CPD_IP,5592
87,DUA001,KPI_ReachS_CPD_IP,6788
88,DLR001,KPI_ReachS_CPD_IP,2637
89,DGM001,KPI_ReachS_CPD_IP,2983
90,DHU001,KPI_ReachS_CPD_IP,6
91,DTN001,KPI_ReachSI_CPD_IP,
92,DGD001,KPI_ReachSI_CPD_IP,
93,DRS001,KPI_ReachSI_CPD_IP,48874
94,DTT001,KPI_ReachSI_CPD_IP,
95,DLC001,KPI_ReachSI_CPD_IP,
96,DJO001,KPI_ReachSI_CPD_IP,6038
97,DGH001,KPI_ReachSI_CPD_IP,7380
98,DUA001,KPI_ReachSI_CPD_IP,24068
99,DGY001,KPI_ReachSI_CPD_IP,
100,DLR001,KPI_ReachSI_CPD_IP,420
101,DTN001,KPI_ReachWASH_CPD_IP,
102,DGD001,KPI_ReachWASH_CPD_IP,
103,DRS001,KPI_ReachWASH_CPD_IP,55998
104,DLC001,KPI_ReachWASH_CPD_IP,
105,DVC001,KPI_ReachWASH_CPD_IP,
106,DJO001,KPI_ReachWASH_CPD_IP,14405
107,DGH001,KPI_ReachWASH_CPD_IP,613067
108,DUA001,KPI_ReachWASH_CPD_IP,23467
109,DLR001,KPI_ReachWASH_CPD_IP,18640
110,DGM001,KPI_ReachWASH_CPD_IP,416552
111,DTN001,KPI_TrainFA_Tot_IP,
112,DGD001,KPI_TrainFA_Tot_IP,
113,DMR001,KPI_TrainFA_Tot_IP,251
114,DRS001,KPI_TrainFA_Tot_IP,35151
115,DTT001,KPI_TrainFA_Tot_IP,
116,DBN001,KPI_TrainFA_Tot_IP,5182
117,DLC001,KPI_TrainFA_Tot_IP,501
118,DJO001,KPI_TrainFA_Tot_IP,413
119,DGH001,KPI_TrainFA_Tot_IP,5013
120,DUA001,KPI_TrainFA_Tot_IP,31850
121,DLR001,KPI_TrainFA_Tot_IP,2606
122,DGM001,KPI_TrainFA_Tot_IP,1079
123,DSK001,KPI_DonBlood_Tot_IP,
124,DGD001,KPI_DonBlood_Tot_IP,
125,DMR001,KPI_DonBlood_Tot_IP,20
126,DTT001,KPI_DonBlood_Tot_IP,
127,DSR001,KPI_DonBlood_Tot_IP,5150
128,DAG001,KPI_DonBlood_Tot_IP,
129,DJO001,KPI_DonBlood_Tot_IP,2365
130,DGH001,KPI_DonBlood_Tot_IP,777
131,DUA001,KPI_DonBlood_Tot_IP,539
132,DBH001,KPI_DonBlood_Tot_IP,
133,DGM001,KPI_DonBlood_Tot_IP,161
134,DHU001,KPI_DonBlood_Tot_IP,247023
135,DID001,KPI_GB_Tot_IP,17
136,DTT001,KPI_IncomeLC_CHF_IP,
137,DGY001,KPI_IncomeLC_CHF_IP,
138,DTT001,KPI_expenditureLC_CHF_IP,
139,DGY001,KPI_expenditureLC_CHF_IP,
