,0,1,2
178,DMR001,KPI_ReachSI_CPD_IP,65
179,DBS001,KPI_ReachSI_CPD_IP,10142
180,DFR001,KPI_ReachSI_CPD_IP,
181,DLV001,KPI_ReachSI_CPD_IP,
182,DBO001,KPI_ReachSI_CPD_IP,
183,DHU001,KPI_ReachSI_CPD_IP,1258503
184,DUY001,KPI_ReachSI_CPD_IP,385
185,DTN001,KPI_ReachSI_CPD_IP,2500
186,DET001,KPI_ReachSI_CPD_IP,
187,DMT001,KPI_ReachSI_CPD_IP,35
188,DGR001,KPI_ReachSI_CPD_IP,72561
189,DPE001,KPI_ReachSI_CPD_IP,0
190,DVE001,KPI_ReachSI_CPD_IP,16463
191,DTO001,KPI_ReachSI_CPD_IP,111
192,DSN001,KPI_ReachSI_CPD_IP,9950
193,DVN001,KPI_ReachSI_CPD_IP,1667
194,DGD001,KPI_ReachSI_CPD_IP,2
195,DMC001,KPI_ReachWASH_CPD_IP,
196,DFM001,KPI_ReachWASH_CPD_IP,
197,DID001,KPI_ReachWASH_CPD_IP,236701
198,DMR001,KPI_ReachWASH_CPD_IP,157500
199,DLV001,KPI_ReachWASH_CPD_IP,
200,DMD001,KPI_ReachWASH_CPD_IP,16393
201,DHU001,KPI_ReachWASH_CPD_IP,60896
202,DUY001,KPI_ReachWASH_CPD_IP,1959
203,DTN001,KPI_ReachWASH_CPD_IP,10000
204,DET001,KPI_ReachWASH_CPD_IP,
205,DDZ001,KPI_ReachWASH_CPD_IP,4000
206,DGR001,KPI_ReachWASH_CPD_IP,5663
207,DVE001,KPI_ReachWASH_CPD_IP,141926
208,DTO001,KPI_ReachWASH_CPD_IP,798
209,DSN001,KPI_ReachWASH_CPD_IP,212003
210,DVN001,KPI_ReachWASH_CPD_IP,226869
211,DGD001,KPI_ReachWASH_CPD_IP,850
212,DFJ001,KPI_ReachWASH_CPD_IP,7533
213,DMR001,KPI_TrainFA_Tot_IP,95
214,DBS001,KPI_TrainFA_Tot_IP,496
215,DMD001,KPI_TrainFA_Tot_IP,975
216,DHU001,KPI_TrainFA_Tot_IP,95787
217,DLK001,KPI_TrainFA_Tot_IP,12324
218,DUY001,KPI_TrainFA_Tot_IP,1257
219,DET001,KPI_TrainFA_Tot_IP,
220,DGA001,KPI_TrainFA_Tot_IP,
221,DDZ001,KPI_TrainFA_Tot_IP,6675
222,DMT001,KPI_TrainFA_Tot_IP,3571
223,DGR001,KPI_TrainFA_Tot_IP,40468
224,DPE001,KPI_TrainFA_Tot_IP,0
225,DVE001,KPI_TrainFA_Tot_IP,7772
226,DTO001,KPI_TrainFA_Tot_IP,525
227,DSN001,KPI_TrainFA_Tot_IP,732
228,DTV001,KPI_TrainFA_Tot_IP,
229,DVN001,KPI_TrainFA_Tot_IP,80708
230,DGD001,KPI_TrainFA_Tot_IP,49
231,DFJ001,KPI_TrainFA_Tot_IP,2835
232,DFM001,KPI_DonBlood_Tot_IP,
233,DBN001,KPI_DonBlood_Tot_IP,
234,DGH001,KPI_DonBlood_Tot_IP,
235,DMR001,KPI_DonBlood_Tot_IP,30
236,DCK001,KPI_DonBlood_Tot_IP,
237,DBO001,KPI_DonBlood_Tot_IP,
238,DHU001,KPI_DonBlood_Tot_IP,235195
239,DUA001,KPI_DonBlood_Tot_IP,
240,DKG001,KPI_DonBlood_Tot_IP,
241,DUY001,KPI_DonBlood_Tot_IP,24
242,DMN001,KPI_DonBlood_Tot_IP,
243,DUZ001,KPI_DonBlood_Tot_IP,
244,DKI001,KPI_DonBlood_Tot_IP,
245,DDZ001,KPI_DonBlood_Tot_IP,11895
246,DGR001,KPI_DonBlood_Tot_IP,2080
247,DRW001,KPI_DonBlood_Tot_IP,
248,DVE001,KPI_DonBlood_Tot_IP,399
249,DTO001,KPI_DonBlood_Tot_IP,138
250,DSN001,KPI_DonBlood_Tot_IP,70
251,DTV001,KPI_DonBlood_Tot_IP,
252,DVN001,KPI_DonBlood_Tot_IP,1372259
253,DBN001,KPI_GB_Tot_IP,
254,DGQ001,KPI_GB_Tot_IP,3
255,DGR001,KPI_GB_Tot_IP,21
256,DVN001,KPI_GB_Tot_IP,4
257,DGQ001,KPI_PeopleVol_Tot_IP,500
258,DET001,KPI_PeopleVol_Tot_IP,257739
259,DMT001,KPI_PeopleVol_Tot_IP,115
260,DGR001,KPI_PeopleVol_Tot_IP,5632
261,DVN001,KPI_PeopleVol_Tot_IP,271157
262,DKW001,KPI_PeopleVol_Tot_IP,
263,DGQ001,KPI_PStaff_Tot_IP,26
264,DET001,KPI_PStaff_Tot_IP,2200
265,DMT001,KPI_PStaff_Tot_IP,56
266,DGR001,KPI_PStaff_Tot_IP,538
267,DVN001,KPI_PStaff_Tot_IP,65
268,DLV001,KPI_noLocalUnits_IP,
269,DGQ001,KPI_noLocalUnits_IP,18
270,DET001,KPI_noLocalUnits_IP,230
271,DGR001,KPI_noLocalUnits_IP,90
272,DVN001,KPI_noLocalUnits_IP,14191
273,DET001,KPI_IncomeLC_CHF_IP,27483715
274,DMT001,KPI_IncomeLC_CHF_IP,
275,DST001,KPI_IncomeLC_CHF_IP,85600
276,DET001,KPI_expenditureLC_CHF_IP,21743920
277,DMT001,KPI_expenditureLC_CHF_IP,
278,DST001,KPI_expenditureLC_CHF_IP,85846
